Date,Open,High,Low,Close,Volume,Adj Close
3/6/2000,140.8125,141.343704,138.75,139.75,11967100,100.755112
3/7/2000,140,140.156204,135.218704,137.046799,20062000,98.806198
3/8/2000,136.468704,137.843704,135.031204,136.875,11808500,98.682297
3/9/2000,137.25,140.875,136.125,140.875,5500900,101.566177
3/10/2000,140.1875,142,139.531204,140.125,7924600,101.025475
3/13/2000,136.6875,140.468704,135.6875,138.593704,10540500,99.92141
3/14/2000,139.281204,140.093704,136.156204,136.625,8263900,98.502052
3/15/2000,136.875,140.4375,136.0625,139.8125,10300800,100.800179
3/16/2000,141.625,146.843704,140.875,146.343704,25601400,105.508904
3/17/2000,145.8125,148,145.4375,146.9375,10272900,106.206276
3/20/2000,146.875,147.343704,144.781204,146.1875,12502300,105.664177
3/21/2000,145.531204,149.75,144.5,149.1875,13612600,107.832558
3/22/2000,149.5625,150.843704,148.6875,150.093704,8260000,108.487564
3/23/2000,149.156204,153.468704,149.156204,152.656204,11654500,110.33976
3/24/2000,152.875,155.75,151.718704,153.5625,11462900,110.994843
3/27/2000,153.375,153.781204,151.8125,151.9375,8798600,109.820259
3/28/2000,151.25,152.984299,150.593704,151.0625,6334400,109.187859
3/29/2000,151.5625,152.484299,149.656204,151.218704,6747500,109.300789
3/30/2000,150.156204,151.921799,147.125,148.6875,9491900,107.471176
3/31/2000,149.625,152.3125,148.4375,150.375,9249100,108.690903
4/3/2000,150.125,151.25,148.6875,151.25,8508200,109.323311
4/4/2000,151.75,153,141.390594,150.125,19585500,108.51017
4/5/2000,147.875,150.8125,147.625,149.1875,8387200,107.832558
4/6/2000,150.25,151.6875,149,150.484299,6378500,108.769897
4/7/2000,151.5625,152.125,150.5,151.4375,6023600,109.458824
4/10/2000,151.75,153.109299,150.3125,150.843704,9624200,109.029701
4/11/2000,150,151.625,148.375,150.406204,9006400,108.713463
4/12/2000,150.375,151.156204,146.156204,146.281204,10779200,105.731895
4/13/2000,147.468704,148.156204,143.781204,144.25,12225800,104.263748
4/14/2000,142.625,142.8125,133.5,136,29604000,98.300629
4/17/2000,135.1875,140.75,134.6875,140.75,23918200,101.733971
4/18/2000,140.5625,144.468704,139.781204,144.468704,11069200,104.421822
4/19/2000,144.5,145.125,142.531204,143.125,6553700,103.450615
4/20/2000,143.5625,143.9375,142.375,143.8125,8537600,103.947556
4/24/2000,141.5,143.3125,140.5,142.25,12893100,102.81813
4/25/2000,144.625,148.156204,144.4375,148.156204,14102000,107.087135
4/26/2000,147.968704,148.75,146,146.484299,7711100,105.878708
4/27/2000,143,147.343704,143,146,15595300,105.528641
4/28/2000,147,147.859299,145.0625,145.093704,8743400,104.873589
5/1/2000,146.5625,148.484299,145.843704,147.0625,7328300,106.296654
5/2/2000,145.5,147.125,144.125,144.125,9411900,104.173416
5/3/2000,144,144,139.781204,140.75,12630700,101.733971
5/4/2000,142,142.359299,140.75,141.8125,5963600,102.5019
5/5/2000,141.0625,144,140.9375,143.531204,7862400,103.744202
5/8/2000,142.75,143.375,141.843704,142.453094,5064100,102.964973
5/9/2000,143.0625,143.406204,140.265594,141.3125,5620300,102.140533
5/10/2000,140.5,140.968704,137.75,138.125,10293900,99.836617
5/11/2000,140.125,141.5,139.125,141.281204,7091100,102.117905
5/12/2000,141.8125,143.468704,141.625,142.8125,5960800,103.224731
5/15/2000,142.75,145.609299,142,145.281204,4441300,105.009087
5/16/2000,146.5625,147.718704,145.3125,146.6875,8192200,106.025558
5/17/2000,145.6875,146.1875,144.468704,145.156204,5907200,104.918747
5/18/2000,145.625,146.3125,143.375,143.375,4325600,103.631317
5/19/2000,142.5625,143.234299,140.406204,141.125,6518400,102.005028
5/22/2000,141.25,141.468704,137,140.0625,10839400,101.237038
5/23/2000,140.4375,140.8125,137.5625,138,7979200,99.746292
5/24/2000,138,140.6875,136.5,140.25,11081500,101.372597
5/25/2000,140.6875,141.8125,137.718704,137.843704,8278900,99.633278
5/26/2000,138.8125,139.6875,137.328094,138,4814000,99.746292
5/30/2000,140,142.9375,139.468704,142.5,5362700,102.99884
5/31/2000,142.5625,144,142.093704,142.8125,6056500,103.224731
6/1/2000,143.6875,145.4375,143,145.3125,8961600,105.031746
6/2/2000,148.9375,149.093704,147.484299,147.843704,8962200,106.861206
6/5/2000,147.468704,148.218704,146.875,147.125,6998100,106.341812
6/6/2000,146.625,147.781204,145.906204,146.468704,4858900,105.867447
6/7/2000,146.625,148,146,147.484299,4919500,106.601479
6/8/2000,147.5,147.75,146.0625,146.906204,5723100,106.183647
6/9/2000,147.5,147.968704,145.625,146.593704,3085300,105.957825
6/12/2000,146.968704,146.968704,144.875,144.875,3678900,104.715546
6/13/2000,144.8125,147.75,144.625,147.593704,6558700,106.68058
6/14/2000,148.25,148.875,147.1875,147.843704,6420500,106.861206
6/15/2000,148.125,148.75,146.843704,148.156204,5881200,107.087135
6/16/2000,148.3125,148.3125,145.875,146.593704,5567900,106.207291
6/19/2000,146.468704,149.156204,146.25,148.468704,5106900,107.565666
6/20/2000,148.1875,148.875,147,147.9375,6480000,107.180809
6/21/2000,146.9375,148.4375,146.890594,147.875,3115000,107.135544
6/22/2000,147.5625,147.6875,145,145.625,7490500,105.505386
6/23/2000,145.8125,146.125,143.875,144.375,4863300,104.599792
6/26/2000,145.375,146.25,144.875,146.234299,5201300,105.946854
6/27/2000,145.984299,146.718704,145.015594,145.156204,4159500,105.165794
6/28/2000,145.625,146.984299,145.3125,145.5625,5347700,105.460159
6/29/2000,144.75,145.75,143.515594,144.1875,6345700,104.463959
6/30/2000,143.9375,145.593704,143.890594,145.281204,7420200,105.256348
7/3/2000,145.4375,147.4375,145.1875,147.281204,1436600,106.705345
7/5/2000,146.375,146.656204,144.375,144.625,2748200,104.78093
7/6/2000,144.9375,146.468704,144.218704,145.75,5963200,105.595963
7/7/2000,146.6875,148.781204,146.25,148.093704,3034800,107.293983
7/10/2000,147.875,148.906204,147.531204,147.843704,2816100,107.1129
7/11/2000,147.468704,149.125,147.156204,148.156204,5431600,107.339294
7/12/2000,149.281204,150.125,148.6875,149.125,5883000,108.041176
7/13/2000,149.984299,150.375,149.1875,149.781204,5356000,108.516586
7/14/2000,150.4375,151.25,149.671799,151.25,5341900,109.580757
7/17/2000,150.984299,151.984299,150.6875,151,4208300,109.399651
7/18/2000,150.625,150.625,149.343704,149.765594,4262100,108.505272
7/19/2000,149.468704,149.906204,148.25,148.5625,8506800,107.633629
7/20/2000,149,150.625,148.8125,150.625,4538900,109.127937
7/21/2000,149.75,149.75,147.6875,147.6875,5656900,106.999702
7/24/2000,148.125,148.859299,146.5625,146.843704,5628500,106.388382
7/25/2000,147.75,147.843704,146.781204,147.3125,4757100,106.728027
7/26/2000,146.968704,147.156204,145.640594,145.875,12062500,105.686577
7/27/2000,145.9375,146.625,144.6875,145.375,7652600,105.324287
7/28/2000,145.718704,145.906204,141.515594,142.093704,6229500,102.946976
7/31/2000,142.9375,144.125,142.0625,143,5265500,103.603645
8/1/2000,143.625,144.718704,143.125,143.875,3946600,104.237556
8/2/2000,143.875,145.406204,143.625,144.593704,7439800,104.758247
8/3/2000,142.875,145.8125,142.625,145.593704,4607100,105.482788
8/4/2000,146.3125,146.718704,145.406204,146.375,3686600,106.048813
8/7/2000,146.718704,148.4375,146.375,148.125,4159800,107.316673
8/8/2000,147.5,148.8125,147.5,148.6875,3658700,107.724174
8/9/2000,149.140594,149.218704,147.375,147.4375,5383800,106.818542
8/10/2000,147.531204,147.859299,146.281204,146.718704,4193400,106.297798
8/11/2000,146.625,148,145.5625,147.406204,5089400,106.795898
8/14/2000,147.781204,149.5625,147.0625,149.281204,2966700,108.154327
8/15/2000,149.343704,149.8125,148.5625,149.156204,5564600,108.063797
8/16/2000,149.3125,149.9375,147.843704,148.625,5191600,107.678909
8/17/2000,148.6875,150.4375,148.343704,150.1875,5652200,108.810944
8/18/2000,150.375,150.375,149.218704,149.6875,4626400,108.448708
8/21/2000,150.031204,150.718704,149.406204,150.5,2380600,109.037323
8/22/2000,150.5625,151.3125,150.093704,150.25,3075300,108.856224
8/23/2000,149.8125,151.281204,149.281204,150.843704,5483200,109.286377
8/24/2000,151.156204,151.5,150.5,151.3125,4529000,109.626038
8/25/2000,151.156204,151.625,150.9375,151.25,2822200,109.580757
8/28/2000,151.25,152.906204,151.25,151.765594,5518700,109.954323
8/29/2000,151.4375,151.875,150.906204,151.796799,3561900,109.97686
8/30/2000,151.3125,151.5,150.343704,150.343704,3964800,108.924072
8/31/2000,151.0625,153.093704,150.906204,152.343704,4863100,110.373169
9/1/2000,153.25,153.593704,152,152.5,3191200,110.486374
9/5/2000,151.875,152.203094,150.8125,151.281204,3470800,109.603394
9/6/2000,151.1875,151.953094,149.531204,149.5625,4322200,108.358139
9/7/2000,150.25,151.078094,149.828094,150.843704,4265500,109.286377
9/8/2000,150.281204,150.5,149.328094,149.8125,3518200,108.53923
9/11/2000,149.75,151.1875,148.6875,149.593704,3937500,108.380768
9/12/2000,149.75,150.25,148.4375,148.5,4769100,107.588371
9/13/2000,148,149.343704,147.656204,148.890594,7691600,107.871346
9/14/2000,149.875,149.9375,148.156204,149.640594,3397100,108.414719
9/15/2000,148.1875,148.25,146,146,4085700,106.042877
9/18/2000,146.375,146.968704,144.203094,144.656204,5109300,105.066841
9/19/2000,145.125,146.3125,144.703094,145.968704,6588200,106.020126
9/20/2000,145.6875,146.031204,143.156204,144.890594,6508100,105.237091
9/21/2000,144.468704,145.5625,142.625,142.6875,5972300,103.636894
9/22/2000,142.625,145.3125,142.421799,145.281204,7791300,105.520752
9/25/2000,145.9375,146.0625,143.718704,144.25,9726300,104.771759
9/26/2000,144.375,145,142.406204,142.406204,5302400,103.432617
9/27/2000,143.5625,143.968704,142.125,143.156204,7186200,103.977356
9/28/2000,143.1875,146.328094,142.890594,145,7036400,105.316582
9/29/2000,145.468704,145.968704,143.625,143.625,9333600,104.317848
10/2/2000,144.281204,144.906204,143.140594,143.843704,5517800,104.476677
10/3/2000,144.531204,145.75,142.281204,142.5,9347200,103.500717
10/4/2000,142.875,144.25,141.75,143.6875,6148900,104.363197
10/5/2000,143.406204,144.843704,143.3125,144.1875,4566900,104.726395
10/6/2000,143.875,144.640594,139.75,141.0625,10014900,102.456657
10/9/2000,141.3125,141.3125,139.375,140,4508000,101.684921
10/10/2000,140.093704,141.25,137.6875,137.6875,6104700,100.005333
10/11/2000,137.625,138.625,135.125,136.531204,10346000,99.165482
10/12/2000,137.281204,137.593704,132.781204,133.125,12336900,96.691475
10/13/2000,132.9375,137.656204,132.875,137.5625,11778800,99.914536
10/16/2000,137.406204,138.234299,136.6875,138.1875,5659000,100.368492
10/17/2000,138.4375,138.5625,134.406204,134.75,7831700,97.87175
10/18/2000,132.625,136.125,130.156204,134.25,10897300,97.508606
10/19/2000,136.843704,139.453094,136.4375,139.3125,8767300,101.185577
10/20/2000,138.375,141.1875,138.375,139.906204,7373500,101.61676
10/23/2000,139.9375,141.031204,138.9375,140.531204,5290000,102.070786
10/24/2000,140.968704,141.9375,139,139.593704,5750700,101.389832
10/25/2000,138.75,139.5625,136.125,136.3125,9137600,99.006622
10/26/2000,137.125,137.656204,134.031204,136.6875,9345800,99.279007
10/27/2000,137.875,139.281204,136.625,139.281204,9762900,101.162903
10/30/2000,138.4375,141.093704,138.156204,140.531204,10154100,102.070786
10/31/2000,141.015594,143.6875,140.0625,142.953094,7752400,103.829834
11/1/2000,142.25,143.25,141.218704,142.468704,6753600,103.478035
11/2/2000,143.156204,143.906204,142.515594,142.703094,11395100,103.648254
11/3/2000,143.468704,143.75,142.375,142.781204,5187100,103.704987
11/6/2000,143.156204,144.296799,143.031204,143.781204,4042500,104.431335
11/7/2000,143.140594,144,142.5625,143.75,5231300,104.408615
11/8/2000,144.0625,144.0625,140.5625,140.5625,6123300,102.093483
11/9/2000,140,141.218704,137.25,140.031204,10635300,101.707565
11/10/2000,139,139.468704,136.531204,136.625,8569500,99.233589
11/13/2000,135.625,136.984299,133.015594,135.5625,17285300,98.461891
11/14/2000,137.468704,139.625,137,139.125,7668900,101.0494
11/15/2000,139.0625,140.109299,137.75,139.5625,8837700,101.367149
11/16/2000,138.578094,139.875,137.3125,137.375,6684100,99.778328
11/17/2000,137.3125,139,135.75,136.640594,6551100,99.244926
11/20/2000,135.75,136.375,134.3125,134.6875,5458500,97.826385
11/21/2000,134.875,136.1875,133.515594,135.375,7684300,98.325684
11/22/2000,134.343704,134.875,132.125,132.140594,5736900,95.976501
11/24/2000,133.625,134.968704,133.625,134.843704,3411600,97.939812
11/27/2000,136.468704,136.6875,135.3125,136.031204,5992000,98.802284
11/28/2000,135.125,136.593704,133.640594,133.6875,5336100,97.100052
11/29/2000,134.375,135.906204,133.265594,133.4375,6914100,96.918449
11/30/2000,132.5,133.5,129.75,132.281204,11201600,96.078636
12/1/2000,133.1875,134.0625,131,132.218704,7587200,96.033226
12/4/2000,131.875,133.875,131.5,133.343704,6996600,96.850288
12/5/2000,134.875,138.25,134.406204,137.718704,8883400,100.028008
12/6/2000,137.781204,138.343704,135.031204,135.515594,12888000,98.427795
12/7/2000,134.875,135.875,133.656204,133.656204,6529100,97.077293
12/8/2000,137.0625,139.468704,133.875,133.968704,10276300,97.304276
12/11/2000,137.375,139.5625,136.718704,138.625,6405600,100.686211
12/12/2000,138.1875,138.8125,137.375,138.031204,5022900,100.254936
12/13/2000,139.25,139.406204,136.031204,136.140594,6070500,98.881752
12/14/2000,135.875,136.5,134.031204,134.406204,7678400,97.622047
12/15/2000,133.125,133.125,130.5625,130.968704,9065300,95.417091
12/18/2000,132.0625,133.468704,131.765594,132.718704,7235400,96.692039
12/19/2000,132.468704,134.968704,130.015594,130.015594,9616600,94.722702
12/20/2000,128.625,128.9375,126.093697,126.25,9994300,91.979324
12/21/2000,126,128.859299,125.531197,127.125,14331500,92.616783
12/22/2000,129,131.109299,128.843704,130.9375,10182900,95.394356
12/26/2000,130.843704,132.343704,130.281204,132.343704,4665300,96.418846
12/27/2000,131.75,133.734299,131.25,133.3125,4854100,97.124657
12/28/2000,132.8125,133.875,132.593704,133.718704,8358700,97.420593
12/29/2000,134.0625,134.281204,131.1875,131.1875,8774600,95.5765
1/2/2001,132,132.156204,127.5625,128.8125,8737500,93.846207
1/3/2001,128.3125,136,127.656197,135,19431600,98.354095
1/4/2001,134.9375,135.468704,133,133.546799,9219000,97.295326
1/5/2001,133.468704,133.625,129.1875,129.1875,12911400,94.119392
1/8/2001,129.875,130.1875,127.6875,130.1875,6625300,94.847931
1/9/2001,131.046799,131.5,129.421799,129.843704,5702400,94.597496
1/10/2001,129,132.125,128.8125,132.125,8746100,96.259529
1/11/2001,131.093704,133.484299,131.093704,132.25,7245100,96.350609
1/12/2001,132.6875,133.718704,131.281204,132,7244000,96.168442
1/16/2001,132,133.1875,131.515594,132.843704,8542200,96.783127
1/17/2001,134.843704,135.046799,132.640594,133.453094,7851400,97.227097
1/18/2001,133.4375,135.703094,132.9375,134.781204,8107000,98.194679
1/19/2001,136.1875,136.1875,133.875,134.015594,7782500,97.636887
1/22/2001,134.25,135.781204,133.5625,134.906204,7050900,98.285721
1/23/2001,134.468704,136.656204,134.156204,135.968704,8463100,99.059837
1/24/2001,136.25,137.3125,135.843704,136.375,6199900,99.355873
1/25/2001,136.25,137.25,135.656204,136.031204,10818300,99.105362
1/26/2001,135.156204,136.125,134.453094,135.875,7136800,98.991577
1/29/2001,135.5,136.899994,135.369995,136.600006,6705900,99.519775
1/30/2001,136.300003,137.919998,135.789993,137.800003,7069100,100.394028
1/31/2001,137.399994,138.699997,136.600006,137.020004,9706900,99.825813
2/1/2001,137.100006,137.949997,136.25,137.929993,8239100,100.488731
2/2/2001,137.399994,137.990005,134.75,134.800003,8276600,98.20842
2/5/2001,134.800003,135.940002,134.75,135.789993,4352900,98.929634
2/6/2001,135.300003,136.699997,135.220001,135.389999,7106700,98.638237
2/7/2001,134.720001,135.399994,133.679993,134.690002,5748700,98.128235
2/8/2001,134.800003,135.399994,133.100006,133.119995,5943300,96.984367
2/9/2001,133.350006,133.350006,131.259995,131.839996,9913000,96.051888
2/12/2001,131.699997,133.5,131.699997,133.350006,5804400,97.151978
2/13/2001,133.699997,134.169998,132,132.259995,6587600,96.357872
2/14/2001,132.649994,132.649994,130.660004,132.059998,8400100,96.212166
2/15/2001,132.839996,133.520004,131.990005,133.339996,5929800,97.144691
2/16/2001,131,131.289993,129.300003,130.399994,6434900,95.002777
2/20/2001,131.039993,131.139999,128.100006,128.389999,5760000,93.538383
2/21/2001,127.900002,128.839996,125.5,125.620003,10910800,91.520302
2/22/2001,126.349998,126.540001,123.019997,125.809998,21281600,91.658714
2/23/2001,125.080002,125.540001,121.800003,124.959999,20173000,91.039444
2/26/2001,125.800003,127.620003,124.5,127.620003,11503700,92.977409
2/27/2001,126.800003,127.839996,125.510002,126.440002,11415000,92.117706
2/28/2001,126.75,126.839996,123.269997,123.949997,14825800,90.303619
3/1/2001,124.050003,124.599998,121.75,124.599998,14672000,90.777176
3/2/2001,122.5,125.650002,122.300003,123.610001,12564300,90.055923
3/5/2001,124.150002,124.779999,123.809998,124.739998,5293200,90.87915
3/6/2001,126.349998,127.75,125.489998,126.080002,6917000,91.855423
3/7/2001,126.900002,127.040001,125.760002,126.980003,6371700,92.511139
3/8/2001,126.599998,127.239998,126.139999,127.120003,6055000,92.613144
3/9/2001,126.099998,126.099998,123.110001,123.360001,10020300,89.873787
3/12/2001,122.339996,122.5,117.75,118.080002,13972900,86.027023
3/13/2001,119.400002,120.440002,117.529999,120.019997,12888000,87.44046
3/14/2001,117.050003,119.290001,115.75,117.650002,19883400,85.713753
3/15/2001,118.449997,118.860001,117.360001,117.68,10370300,85.735611
3/16/2001,117.129997,117.400002,114.809998,115.010002,58514600,84.015999
3/19/2001,115.760002,117.690002,114.82,117.349998,10067800,85.72541
3/20/2001,117.900002,118.459999,114.110001,114.199997,15083900,83.424286
3/21/2001,114.18,115.260002,111.900002,112.260002,19004600,82.007111
3/22/2001,112.019997,112.599998,108.040001,111.120003,28624800,81.174309
3/23/2001,113.25,114.660004,111.5,114.480003,12861700,83.628845
3/26/2001,115.699997,116.269997,114.769997,115.940002,9943800,84.695358
3/27/2001,115.620003,118.650002,115.279999,118.309998,12880700,86.426689
3/28/2001,116.900002,116.949997,114.900002,115.040001,10953300,84.037926
3/29/2001,114.699997,116.5,112.139999,115.480003,12060300,84.359375
3/30/2001,115.550003,116.690002,114.5,116.690002,9183600,85.243271
4/2/2001,116.300003,117.379997,113.800003,114.199997,10561000,83.424286
4/3/2001,113.980003,114.150002,110.059998,110.389999,12836000,80.641052
4/4/2001,110.57,112.099998,109.300003,110.849998,14884300,80.977058
4/5/2001,113.300003,115.489998,112.5,115.050003,21522800,84.045204
4/6/2001,113.989998,114.400002,112.059998,113.300003,14937800,82.76683
4/9/2001,114,114.989998,112.779999,114.559998,9034300,83.687248
4/10/2001,115.449997,117.75,115.169998,116.650002,17873600,85.214043
4/11/2001,118.779999,118.989998,116.139999,116.730003,12722300,85.272469
4/12/2001,116.300003,118.940002,115.959999,118.849998,9233200,86.821129
4/16/2001,118.290001,118.889999,116.910004,117.599998,7350000,85.908028
4/17/2001,117.309998,119.660004,117.019997,119.260002,10924700,87.120651
4/18/2001,121.059998,126,120.690002,124,32481600,90.583328
4/19/2001,124.25,125.839996,123.580002,125.650002,13809900,91.788628
4/20/2001,124.900002,125.400002,123.660004,124.5,7626700,90.94854
4/23/2001,123.650002,123.889999,121.910004,122.239998,8451800,89.297585
4/24/2001,122.519997,123.650002,121.099998,121.580002,10044700,88.81546
4/25/2001,121.419998,123.669998,120.949997,123.169998,8249000,89.976967
4/26/2001,123.730003,125.220001,123.5,123.720001,10590400,90.378738
4/27/2001,124.919998,125.839996,124.199997,125.779999,7938700,91.883614
4/30/2001,126.449997,127.269997,124.669998,126.660004,10766900,92.526474
5/1/2001,125.07,127.150002,124.599998,127.050003,10578000,92.811363
5/2/2001,127.410004,127.690002,126,126.82,9572900,92.643318
5/3/2001,126.129997,126.150002,124.220001,125.209999,9926200,91.467216
5/4/2001,123.650002,127.349998,123.440002,127.339996,12145300,93.02317
5/7/2001,126.860001,127.379997,126.230003,126.239998,7185200,92.219627
5/8/2001,126.860001,127.099998,125.559998,126.18,6952600,92.175774
5/9/2001,125.25,126.550003,125.059998,125.650002,9507400,91.788628
5/10/2001,127.260002,127.5,125.769997,126.019997,6872400,92.058899
5/11/2001,126,126.489998,124.400002,125.150002,7734400,91.423393
5/14/2001,124.900002,125.440002,124.459999,125.400002,7914000,91.60601
5/15/2001,125.550003,126.5,124.849998,125.980003,9782200,92.029694
5/16/2001,124.839996,129.199997,124.620003,128.949997,14909000,94.199295
5/17/2001,129,130.080002,128.559998,129.149994,11824600,94.345413
5/18/2001,129.089996,129.740005,128.100006,129.740005,6683100,94.776436
5/21/2001,129.839996,131.839996,129.149994,131.649994,11531500,96.171707
5/22/2001,131.830002,132.089996,131.070007,131.479996,8342700,96.047501
5/23/2001,131.050003,131.050003,129.25,129.25,12330800,94.41848
5/24/2001,129.470001,130,128.550003,129.630005,7902800,94.696068
5/25/2001,129.649994,129.699997,127.900002,128.100006,7425000,93.578407
5/29/2001,128.220001,128.350006,126.900002,127.080002,9003900,92.833267
5/30/2001,126.589996,127.089996,125,125.300003,10041800,91.532959
5/31/2001,125.43,126.760002,125.260002,125.949997,9874200,92.007751
6/1/2001,126.199997,127.099998,125.120003,126.730003,8848300,92.577576
6/4/2001,126.800003,127.43,126.080002,127.339996,5623500,93.02317
6/5/2001,127.489998,129.229996,127.269997,128.800003,9115400,94.089745
6/6/2001,128.830002,128.830002,127.360001,127.730003,12064900,93.30809
6/7/2001,127.050003,128.350006,127,128.190002,7355300,93.644142
6/8/2001,127.699997,127.870003,126.139999,127,8170600,92.774796
6/11/2001,126.709999,126.989998,125.410004,126.099998,7012200,92.117348
6/12/2001,124.860001,126.739998,124.040001,125.879997,9364400,91.956665
6/13/2001,126.169998,126.580002,124.650002,124.800003,7629400,91.167686
6/14/2001,124.18,124.300003,121.75,122,12603000,89.122284
6/15/2001,120.910004,122.400002,120.400002,121.849998,16821100,89.265854
6/18/2001,121.650002,122.440002,120.910004,121.260002,11368300,88.833649
6/19/2001,122.379997,122.889999,120.889999,121.790001,7732300,89.221886
6/20/2001,121.190002,122.860001,121.099998,122.43,8787200,89.690758
6/21/2001,122.220001,124.309998,122.150002,123.82,12259100,90.709038
6/22/2001,123.489998,123.589996,122.160004,122.849998,12212000,89.998451
6/25/2001,123.279999,123.440002,121.5,121.720001,8406800,89.170631
6/26/2001,120.900002,122.389999,120.57,121.550003,8005800,89.046082
6/27/2001,121.599998,122.239998,120.910004,121.480003,10105100,88.994766
6/28/2001,122,123.940002,121.93,122.150002,10269300,89.485626
6/29/2001,122.800003,124.010002,122.260002,122.599998,9824200,89.815285
7/2/2001,122.800003,124.32,122.620003,124.129997,8522200,90.936165
7/3/2001,123.980003,124.099998,123.050003,124.099998,3303100,90.914177
7/5/2001,123.07,123.650002,121.660004,121.68,5517900,89.141304
7/6/2001,121.309998,121.489998,119.050003,119.050003,11665900,87.214607
7/9/2001,119.489998,120.540001,119.199997,119.699997,8339300,87.690781
7/10/2001,120.290001,120.639999,118.209999,118.260002,8630700,86.63588
7/11/2001,118.099998,118.889999,117.089996,118.379997,15328600,86.723793
7/12/2001,119.5,121.470001,119.309998,121.190002,12002800,88.782349
7/13/2001,120.839996,122.32,120.620003,122.239998,10433800,89.551567
7/16/2001,121.769997,122.279999,120.290001,120.709999,6915300,88.43071
7/17/2001,120.199997,121.949997,119.830002,121.839996,7469800,89.258499
7/18/2001,120.559998,121.639999,120.059998,121.010002,7709300,88.650505
7/19/2001,122.18,122.980003,120.760002,122.07,10082900,89.42701
7/20/2001,121.150002,121.940002,120.919998,121.339996,6705800,88.892235
7/23/2001,121.800003,121.879997,118.949997,118.949997,8065200,87.141335
7/24/2001,119,119.199997,116.75,117.800003,12269000,86.298889
7/25/2001,117.919998,119.480003,117.459999,119.099998,12088500,87.251266
7/26/2001,119.059998,120.849998,118.559998,120.349998,12898200,88.166969
7/27/2001,120.830002,121.349998,119.910004,120.809998,8478800,88.503983
7/30/2001,121.190002,121.349998,120.300003,120.849998,8547700,88.533272
7/31/2001,121,122.68,120.800003,121.349998,11918100,88.899559
8/1/2001,121.970001,122.699997,121.550003,122.110001,11940800,89.456299
8/2/2001,123.230003,123.25,121.889999,122.610001,11070100,89.822624
8/3/2001,122.360001,122.360001,120.900002,121.940002,10816300,89.331779
8/6/2001,121.349998,121.510002,120.099998,120.300003,8550100,88.130333
8/7/2001,120.269997,121.199997,119.910004,120.769997,8865100,88.474648
8/8/2001,120.120003,121.160004,118.43,118.529999,15183800,86.833679
